word,rock,jazz,alternative rock,eletronic,pop,total
vergeht,1,1,1,1,1,5
collectors,1,1,0,0,0,2
triceratops,1,1,0,1,0,3
magnificent,1,0,1,1,1,4
barracos,0,1,0,1,0,2
bach,2,1,1,0,1,5
baci,1,0,0,0,1,2
strongest,1,1,1,1,1,5
cicada,1,0,1,0,1,3
mirror,3,0,2,1,1,7
lightning,2,0,1,2,1,6
rockdrive,1,0,1,1,1,4
jewelry,1,1,1,1,1,5
energia,0,1,0,1,0,2
hoochie,1,1,1,1,1,5
lark,1,0,1,1,1,4
acte,1,0,0,0,1,2
larh,0,0,0,1,0,1
laughing,1,1,1,0,0,3
sangha,2,2,0,2,2,8
bewitched,1,0,0,0,1,2
kudian,0,0,0,0,2,2
birdsongs,1,1,0,1,0,3
valrie,0,1,0,1,0,2
tripping,1,1,1,0,1,4
milkman,0,1,0,0,0,1
vaisakhi,0,0,1,1,0,2
juste,2,2,2,1,2,9
goody,1,3,1,1,1,7
morro,0,2,0,1,1,4
drama,2,1,2,1,0,6
ounce,1,0,0,0,1,2
waltz,4,2,2,2,4,14
jimmy,2,1,0,0,1,4
aliens,1,0,0,0,0,1
framed,1,1,0,0,1,3
taiteilijan,1,0,0,0,1,2
fallin,0,1,0,1,1,3
sunshower,1,1,0,1,0,3
lesson,2,0,1,0,0,3
witchcraft,1,0,0,1,1,3
sengraisse,0,1,0,0,1,2
moulin,1,3,0,1,1,6
infected,2,0,2,1,2,7
forward,1,1,0,1,1,4
bored,1,0,0,0,0,1
skopska,0,0,0,1,0,1
getto,0,0,0,1,0,1
pimpin,2,0,0,1,1,4
tirols,0,1,0,1,1,3
murphy,0,1,1,0,1,3
boys,9,4,5,11,8,37
rcit,0,1,0,0,1,2
hopes,1,1,1,0,0,3
aviatic,1,1,0,0,1,3
groovy,1,1,1,1,1,5
laziest,1,1,0,0,1,3
planet,3,1,1,2,3,10
originale,0,0,0,0,1,1
jumbo,0,1,0,0,0,1
squarebiz,1,1,0,1,0,3
groove,4,3,2,2,3,14
knucklebuster,1,1,0,0,0,2
flow,1,3,1,0,1,6
single,13,7,5,8,8,41
cafe,2,1,0,2,0,5
obicham,1,0,0,0,1,2
fattasly,1,1,1,1,1,5
streit,0,0,0,1,0,1
terraplane,1,0,0,0,0,1
bubblegum,1,0,1,1,1,4
reputation,1,1,0,0,1,3
ellen,1,1,0,1,0,3
irreplaceable,1,1,0,0,1,3
wonderin,1,1,1,0,1,4
papi,1,0,0,1,1,3
amidar,1,1,1,1,1,5
gross,1,0,1,1,0,3
favourite,1,1,0,0,0,2
papa,4,3,0,1,3,11
yango,1,1,0,1,1,4
oedipus,0,0,0,0,3,3
fishes,1,1,0,0,1,3
desert,1,0,2,0,1,4
bohemios,1,0,0,0,1,2
trofimov,1,0,0,1,0,2
dixneuvime,0,0,0,1,0,1
malandro,1,1,0,1,0,3
presenting,0,1,0,0,1,2
fhrt,1,1,0,1,1,4
qian,0,0,0,0,1,1
groceries,1,0,0,0,0,1
vietnamese,1,0,1,0,0,2
peanut,0,1,0,0,0,1
makossa,0,1,0,0,0,1
bitomu,0,0,0,1,1,2
germain,0,1,0,1,0,2
intensiva,1,0,0,0,1,2
affettuoso,1,0,0,1,1,3
fatal,1,1,0,1,1,4
garou,1,1,1,1,1,5
joyride,1,0,0,1,1,3
saudade,1,1,0,1,1,4
rhyme,1,0,1,0,0,2
robbery,1,0,0,0,0,1
ausente,0,1,0,1,0,2
assai,1,0,0,1,1,3
knight,1,0,0,1,1,3
conc,0,0,0,0,1,1
joes,1,1,1,1,1,5
squarepants,1,0,0,1,1,3
mobilize,1,1,1,1,1,5
havent,1,0,1,0,0,2
delgaty,1,0,0,0,0,1
diluvio,0,0,0,0,1,1
bleeding,1,0,0,0,1,2
crow,2,1,1,1,1,6
tekee,1,0,0,0,1,2
carli,1,0,1,0,1,3
belleza,1,0,0,1,1,3
elisa,1,1,1,1,1,5
depression,1,0,0,0,1,2
lombre,0,1,0,1,0,2
chicago,5,3,2,2,4,16
anthem,2,0,1,3,3,9
emergencia,0,0,0,0,1,1
suruinen,1,1,0,0,1,3
denke,1,1,1,1,1,5
sicilienne,1,1,0,1,1,4
bullmoose,1,1,0,0,1,3
body,2,1,2,3,4,12
exchange,0,1,0,0,0,1
nonexistent,1,0,1,1,1,4
packing,1,0,0,0,0,1
healing,2,2,1,3,1,9
sing,4,6,1,3,7,21
nacht,4,1,1,4,4,14
cero,0,1,0,1,0,2
garcon,1,0,0,0,1,2
climb,1,0,0,0,0,1
named,1,0,0,0,1,2
presidents,1,0,0,1,0,2
marelle,1,1,1,1,1,5
private,1,1,0,1,1,4
neuza,0,0,0,1,0,1
limn,1,0,0,1,0,2
resolutions,1,0,0,0,1,2
gateway,1,0,0,1,1,3
sermon,1,1,1,1,1,5
cierro,1,0,1,1,1,4
hammered,0,1,0,1,0,2
laventurier,1,1,0,1,1,4
popsy,0,1,0,0,1,2
emmaus,0,0,0,1,0,1
astoria,1,0,1,0,1,3
train,17,10,8,10,14,59
pirame,1,0,0,1,1,3
tearing,1,0,0,0,1,2
harvest,0,1,0,0,0,1
spaniolandia,0,0,0,1,0,1
fooling,2,2,0,1,2,7
espagnole,1,1,0,1,1,4
britney,1,0,1,0,1,3
tunnel,2,0,2,0,1,5
gabriel,1,0,0,1,1,3
obvious,1,1,1,0,0,3
praise,0,1,0,1,0,2
closing,1,0,0,1,1,3
didnt,7,2,4,1,1,15
athenry,1,0,0,1,0,2
precs,1,0,1,0,0,2
twilliams,0,0,0,1,0,1
scarface,1,0,0,0,1,2
chakra,2,2,0,2,0,6
globillyveevee,0,1,0,0,0,1
native,0,1,0,1,0,2
voini,1,0,0,1,0,2
bakwetu,1,1,0,1,1,4
noises,1,1,1,0,0,3
boxing,1,0,1,0,1,3
forest,3,2,2,2,2,11
stasis,1,0,0,0,0,1
falta,3,0,2,1,3,9
autobiography,0,1,0,0,1,2
waters,1,1,1,1,0,4
collection,0,1,0,0,1,2
bothered,1,0,0,0,1,2
bluff,0,0,1,0,0,1
klan,1,1,0,0,1,3
gammal,1,0,0,0,0,1
kashmiri,0,0,0,0,1,1
chasing,3,2,2,2,3,12
kuang,0,1,0,0,1,2
bing,1,0,1,0,0,2
itsy,1,0,1,1,1,4
bina,0,0,0,1,0,1
piacere,1,0,0,0,1,2
querido,0,0,0,1,1,2
laurie,0,1,0,0,1,2
likua,1,0,0,0,1,2
lucindy,1,0,0,0,1,2
chteau,1,1,1,1,1,5
horns,2,2,1,2,2,9
thyself,1,0,1,1,0,3
johanna,1,0,0,0,1,2
galaxy,1,0,0,1,1,3
bunch,1,1,0,1,1,4
bridges,1,1,0,1,1,4
bridget,1,1,0,0,1,3
brian,0,1,0,0,1,2
sporco,2,2,0,2,2,8
winning,1,1,1,1,0,4
pginas,0,0,0,0,1,1
junction,1,0,0,1,0,2
greater,0,0,0,1,0,1
spell,1,2,0,0,0,3
mambazo,1,1,0,0,1,3
blessed,1,0,0,0,1,2
volant,0,0,0,0,1,1
cutting,1,0,1,0,0,2
legged,1,1,0,0,0,2
sonata,2,0,0,2,2,6
february,1,1,0,0,1,3
thrill,3,1,1,2,3,10
recuerdo,1,0,0,0,1,2
slipping,2,1,2,2,2,9
lively,1,1,0,0,1,3
dixie,1,1,0,0,2,4
dreaming,3,1,2,2,3,11
programmed,0,0,1,0,0,1
drumroll,1,1,1,1,0,4
junkie,2,1,1,0,2,6
firebirdapparition,0,1,0,0,0,1
manteca,0,1,0,1,0,2
defend,1,0,0,0,1,2
jamaiquino,0,1,0,1,0,2
mate,1,1,0,1,0,3
ridaz,1,1,0,1,1,4
frank,3,2,1,2,4,12
compra,1,1,1,1,1,5
bleed,2,0,2,0,2,6
midn,1,1,0,1,1,4
yard,1,0,0,0,1,2
seor,1,0,0,0,1,2
deprived,1,0,1,1,0,3
south,4,3,1,3,1,12
suffit,0,0,0,0,1,1
philadelphia,1,0,0,0,1,2
franks,1,0,0,1,0,2
hillcrest,1,0,0,0,0,1
bezell,0,0,0,1,0,1
monkey,5,3,1,3,2,14
dutty,0,0,0,1,0,1
tropeau,0,1,0,1,1,3
roche,1,1,0,0,1,3
palestine,0,0,1,0,1,2
jingle,3,1,0,0,3,7
parchman,2,1,2,2,0,7
natty,0,0,0,1,0,1
dichoso,1,1,0,1,1,4
negra,0,0,0,0,1,1
gear,1,0,1,1,1,4
nieman,1,1,1,1,1,5
bulldog,1,1,0,1,0,3
nobody,5,2,0,2,4,13
highlands,1,0,0,0,1,2
oaktown,1,0,1,0,0,2
boobie,0,0,1,0,0,1
fabbricaeuropa,0,0,0,1,0,1
wishlist,1,0,1,0,1,3
skyswimmer,1,0,1,1,0,3
abstracto,1,0,1,0,1,3
loved,6,2,1,2,6,17
babys,4,2,0,2,3,11
slack,1,0,1,0,0,2
cantares,1,0,1,1,1,4
cancon,0,0,0,1,1,2
desiguais,1,1,0,1,1,4
drunnhvita,0,1,0,1,0,2
loves,10,7,5,6,8,36
lover,10,6,3,10,9,38
flashes,1,1,0,1,0,3
inna,1,0,0,1,0,2
wakes,0,1,0,1,0,2
nativit,0,1,0,1,0,2
recuso,1,1,0,0,1,3
tide,3,2,2,3,4,14
thataway,1,0,0,1,0,2
have,28,21,13,19,23,104
dementia,1,0,1,1,0,3
dallas,1,0,0,0,0,1
cuore,1,1,0,1,1,4
precipice,0,1,0,1,0,2
espana,1,1,1,1,1,5
eres,0,2,0,0,1,3
tromba,1,0,0,0,1,2
henrys,1,0,0,1,0,2
eight,2,1,1,1,2,7
vollmond,1,0,0,0,0,1
sally,3,0,2,1,2,8
jaan,0,0,1,1,1,3
unlove,0,0,0,0,1,1
gigue,1,1,0,0,1,3
shouther,0,2,0,0,0,2
stranded,1,0,1,0,0,2
request,1,0,0,0,1,2
disease,1,0,1,0,0,2
tenhert,1,0,1,0,0,2
rendezvous,1,0,1,1,1,4
skinny,0,1,0,0,0,1
capito,0,0,0,1,0,1
elevador,1,1,1,1,1,5
charley,0,1,0,0,1,2
kite,1,1,1,1,1,5
rytmikone,1,0,1,0,1,3
ithaki,0,0,0,0,1,1
chiaroscuro,0,0,0,1,0,1
kakou,1,1,0,1,1,4
sparky,1,1,1,1,1,5
knowledge,2,1,0,2,1,6
blowin,1,1,0,0,0,2
epilog,1,0,1,0,1,3
anythings,0,0,0,0,1,1
bernard,1,1,0,0,0,2
satan,1,1,0,1,1,4
annaleah,1,0,1,0,1,3
inferior,1,0,1,0,1,3
photographs,1,0,0,1,1,3
beat,8,5,5,6,7,31
loba,1,0,0,0,1,2
souvre,1,0,0,0,1,2
bear,2,0,0,1,2,5
beam,0,1,0,1,1,3
bean,2,2,2,2,2,10
october,1,1,1,1,1,5
perfection,1,0,0,1,0,2
assface,1,0,0,0,1,2
diplo,0,0,0,1,0,1
organ,1,0,0,0,1,2
rage,1,0,0,0,0,1
calling,2,1,2,3,2,10
rakkauden,2,1,1,0,2,6
constructing,0,0,0,1,0,1
national,0,1,0,1,1,3
machuca,1,0,0,0,1,2
frierson,1,1,0,0,1,3
brixton,1,0,1,1,0,3
existe,1,1,0,1,1,4
yearning,1,0,0,0,1,2
intensity,1,0,1,0,0,2
shte,1,0,0,0,1,2
walking,7,4,0,6,7,24
epic,1,0,0,1,1,3
epaule,1,0,1,1,1,4
lupe,1,0,0,0,1,2
bruno,1,0,0,0,0,1
playboys,1,1,0,1,1,4
progress,0,0,0,1,1,2
waheera,0,1,0,0,0,1
instumental,1,0,1,0,1,3
janes,2,0,0,1,1,4
janet,0,0,0,0,1,1
junkies,1,0,1,1,0,3
sorrow,2,1,1,1,0,5
monarchy,1,1,0,1,1,4
herione,1,0,0,0,1,2
habanera,0,1,0,1,0,2
prtention,1,0,1,1,1,4
joke,1,0,0,0,0,1
taking,1,0,0,0,0,1
conmigo,2,1,1,1,2,7
succotash,1,0,1,1,0,3
tates,1,0,1,1,1,4
busted,1,1,0,0,1,3
orfeo,1,1,0,0,0,2
usurperescapemartyrspiral,1,1,0,0,0,2
swallow,1,0,0,0,0,1
highland,1,1,0,1,1,4
vent,1,0,0,1,0,2
starspangled,1,1,0,0,1,3
agrymonyzer,0,0,0,1,0,1
eriatarka,1,0,1,1,0,3
reborn,2,0,1,1,0,4
vena,1,1,0,1,0,3
laugh,3,1,3,3,3,13
cendrier,1,0,0,1,1,3
delirio,1,2,0,0,1,4
muddy,1,0,0,1,0,2
gaze,1,1,1,0,1,4
arteest,1,0,0,0,1,2
rammembri,1,0,0,0,1,2
yesterdays,2,4,1,3,4,14
protect,0,0,0,1,0,1
tenderly,2,2,0,0,2,6
tense,1,0,1,0,0,2
mundo,1,0,0,0,1,2
bull,4,4,2,3,4,17
waterhole,1,0,0,1,0,2
blacksun,1,0,0,1,0,2
cypher,1,1,1,1,1,5
brasilia,1,1,0,1,1,4
widescreen,1,0,0,1,1,3
elisabetta,1,0,0,0,1,2
techtonic,0,1,0,1,0,2
helper,1,0,1,0,1,3
almost,2,4,2,1,2,11
weighed,1,0,0,1,1,3
belina,0,1,0,1,1,3
palavras,0,1,0,0,0,1
partner,5,2,0,3,2,12
fezbeing,1,1,1,1,1,5
plexis,0,1,0,0,0,1
tiempo,1,1,0,0,1,3
material,1,0,1,0,0,2
sizofrenijaduet,0,0,0,0,1,1
spitting,1,0,1,0,1,3
fucked,1,0,0,0,1,2
sigui,0,1,0,1,1,3
sete,1,1,0,1,1,4
eurydice,1,0,0,1,1,3
center,2,0,1,1,2,6
weapon,2,2,0,1,0,5
rapino,1,1,1,1,1,5
thought,1,1,1,1,1,5
position,1,0,1,1,0,3
wreckage,1,0,1,0,1,3
barking,1,0,0,1,1,3
damour,2,2,0,1,4,9
xian,0,0,0,1,1,2
abai,0,1,0,1,0,2
oracin,1,0,1,1,1,4
underlying,1,0,0,1,1,3
books,2,0,0,0,1,3
situacija,0,0,0,1,0,1
quiero,6,2,2,5,8,23
loquillo,1,0,1,0,1,3
chorinho,2,2,2,2,2,10
quiere,0,0,0,0,1,1
smpty,1,0,0,1,0,2
lake,1,0,1,4,2,8
cybernetic,1,0,1,1,1,4
monnaie,0,1,0,0,1,2
citizen,1,0,0,1,1,3
twerk,0,1,0,1,1,3
crass,2,1,0,0,2,5
tonk,1,1,0,1,1,4
smart,1,1,0,0,1,3
worlds,2,1,1,1,1,6
steklu,0,0,0,1,1,2
cicatriz,1,0,1,1,1,4
jonki,1,0,0,0,1,2
like,44,27,23,32,38,164
success,1,1,0,1,1,4
darcy,0,1,0,0,1,2
chica,1,1,0,1,1,4
cantando,1,1,0,0,0,2
sarajevo,1,0,0,1,1,3
pyar,0,0,0,1,0,1
chick,1,0,1,1,0,3
works,1,0,0,0,0,1
leducation,1,1,0,0,1,3
chico,0,0,0,0,1,1
italian,0,0,0,1,1,2
tetaz,1,0,0,1,1,3
alive,9,3,4,6,8,30
hair,2,0,1,2,2,7
manigances,1,1,1,1,1,5
oblivious,1,0,1,0,0,2
happens,1,0,1,1,0,3
coombe,1,1,0,0,1,3
hurricane,1,0,0,1,1,3
rattlesnake,1,1,1,0,1,4
joachim,0,1,0,1,1,3
wout,1,1,0,1,1,4
quinze,0,1,0,0,1,2
screwed,0,0,0,0,4,4
chains,3,1,0,2,4,10
rumpu,0,0,0,0,1,1
slight,2,2,1,1,1,7
sasha,1,1,1,1,1,5
expire,1,0,1,1,1,4
retribution,1,1,1,1,1,5
about,16,9,4,9,14,52
quills,1,1,0,1,1,4
boards,1,0,0,1,0,2
flake,1,0,1,0,1,3
flashflood,0,1,0,1,1,3
turandot,1,0,0,1,0,2
tomb,1,0,1,1,1,4
alexanders,0,1,0,0,1,2
unreleased,2,1,1,1,1,6
faithfulness,3,3,2,3,2,13
childrens,0,1,0,0,0,1
obliterated,1,1,0,1,1,4
socks,1,0,0,0,1,2
guard,0,0,0,0,1,1
doesnt,3,1,2,1,3,10
eine,1,0,0,1,1,3
eshiha,0,0,1,1,1,3
termina,1,1,0,1,1,4
timbal,1,1,0,1,0,3
daubrac,0,1,0,0,1,2
yorkers,1,0,0,1,0,2
stainless,1,0,0,0,1,2
toutes,1,1,0,1,1,4
banzai,1,0,0,1,0,2
rushes,0,0,0,1,0,1
oiseaux,2,0,1,1,2,6
lamboy,1,0,0,1,1,3
chlore,1,0,1,1,1,4
dieters,1,0,0,1,1,3
ivory,2,0,2,1,0,5
coke,1,0,1,0,1,3
sequel,1,1,0,0,0,2
santas,1,1,0,1,0,3
plague,1,0,1,0,0,2
santaf,0,0,0,0,1,1
memphis,5,5,4,2,6,22
seis,0,1,0,0,0,1
misty,4,1,0,2,3,10
ageya,0,0,0,0,1,1
glory,6,4,3,3,3,19
seit,1,0,1,1,1,4
caminante,0,1,0,1,0,2
variations,4,0,0,4,6,14
byob,0,0,0,1,1,2
veteraani,1,0,1,0,1,3
minutes,3,1,1,1,3,9
sein,3,1,1,1,1,7
supreme,0,0,1,0,1,2
garter,1,0,0,1,1,3
domino,1,0,0,0,1,2
crusade,0,2,0,2,2,6
barnyards,1,0,0,0,0,1
baos,1,1,0,1,1,4
mash,1,0,0,1,1,3
dressed,0,1,0,0,0,1
mast,0,0,0,0,1,1
balao,1,1,0,1,0,3
stocne,1,1,1,0,1,4
shouldve,1,0,0,0,1,2
variation,3,2,1,3,2,11
westlate,0,2,0,0,0,2
bitsy,1,0,1,1,1,4
goin,7,3,3,2,6,21
baker,1,0,0,1,1,3
cuycha,0,1,0,0,0,1
yell,1,0,0,0,0,1
kinghead,1,1,0,1,1,4
sleep,3,0,1,1,1,6
nosatellites,0,0,1,1,0,2
dere,0,1,0,1,1,3
veux,1,1,1,1,1,5
trolley,1,1,0,0,1,3
paris,5,5,2,6,4,22
tween,1,0,0,1,1,3
posledny,1,0,0,1,0,2
under,10,5,4,7,7,33
regrets,3,1,2,3,3,12
haughtiness,1,0,1,1,1,4
rise,6,2,2,2,3,15
every,7,1,4,4,5,21
jack,6,4,4,4,6,24
caput,0,0,0,0,1,1
yodel,1,1,0,0,0,2
cerillas,0,1,0,0,1,2
monkeys,1,0,0,0,0,1
missionary,1,0,0,1,1,3
trascorrono,0,0,0,0,1,1
school,3,1,2,1,0,7
soundtracks,1,1,0,1,0,3
anfang,1,0,1,1,1,4
venus,1,0,1,1,1,4
decidio,1,1,0,1,1,4
pooley,0,0,0,1,1,2
enjoy,3,0,3,0,3,9
throught,1,0,1,0,1,3
nail,1,1,0,0,0,2
lian,1,0,0,0,1,2
street,17,10,2,10,11,50
matrosen,1,0,1,1,0,3
shining,3,1,1,3,1,9
blue,29,16,8,19,25,97
hide,1,1,0,0,1,3
christ,2,0,1,2,2,7
kaotica,1,0,0,1,1,3
lenfant,0,1,0,1,0,2
revolver,1,0,0,0,1,2
liberty,1,0,1,1,1,4
sung,3,0,0,0,3,6
liberte,0,0,1,1,1,3
xvii,1,0,0,1,1,3
nubia,1,1,1,1,1,5
impartial,1,0,1,1,1,4
zack,1,1,0,1,1,4
molly,1,0,0,0,1,2
shontelle,1,1,1,1,1,5
pata,2,2,0,2,2,8
studio,3,1,1,1,2,8
lero,0,1,0,0,0,1
aftermath,1,0,1,0,0,2
stares,1,0,1,1,0,3
biloxi,1,0,0,0,0,1
tinsel,1,0,1,1,0,3
exactamente,1,1,0,0,1,3
leaves,2,2,0,2,2,8
changed,3,1,1,1,3,9
amante,0,0,0,0,1,1
populaire,0,0,0,0,1,1
chateau,1,0,0,0,0,1
changes,2,1,1,2,2,8
agrippina,1,0,0,0,1,2
straw,1,1,1,2,2,7
gwine,0,0,0,1,0,1
loveless,1,0,0,1,1,3
feelings,0,1,0,2,2,5
sorrows,1,0,0,1,0,2
patience,1,0,1,1,1,4
outro,9,3,1,7,4,24
rhumboso,0,1,0,1,0,2
would,6,5,4,2,4,21
bayou,2,0,0,1,1,4
christelle,1,1,1,1,1,5
breathe,3,2,0,1,2,8
sabes,1,1,0,0,0,2
muse,1,0,0,0,0,1
comfortubly,1,1,0,1,1,4
phone,3,2,2,2,2,11
sting,3,1,1,2,2,9
cuttin,1,1,1,1,1,5
organic,0,1,0,0,0,1
bambola,1,0,0,0,1,2
coppershot,1,0,1,1,1,4
must,6,2,2,3,5,18
shoot,5,1,1,2,6,15
join,1,0,1,1,0,3
lukas,0,0,0,0,1,1
grandpno,1,1,1,1,1,5
everafter,1,1,0,0,1,3
fortress,1,0,0,1,1,3
estate,0,2,0,1,1,4
gwendolina,1,1,0,1,1,4
potria,1,0,0,1,0,2
ratkaisee,1,1,1,1,1,5
rakastan,1,0,0,0,0,1
times,10,6,3,3,5,27
rakastaa,0,0,0,1,1,2
ceremony,1,1,1,0,1,4
billville,0,1,1,0,0,2
iiii,1,1,1,1,0,4
drummer,2,2,1,1,0,6
gate,2,0,0,0,1,3
labios,1,0,0,0,1,2
poker,1,0,0,1,1,3
elizabeth,1,1,0,0,0,2
mess,2,0,1,1,1,5
jumping,2,1,2,2,1,8
salsa,0,2,0,2,4,8
parallel,1,1,1,0,1,4
danny,2,1,0,0,2,5
amie,1,0,0,0,1,2
upside,1,0,1,0,1,3
jungle,6,3,5,5,2,21
suerte,0,0,0,0,1,1
harlem,4,3,1,1,4,13
amis,1,1,1,1,1,5
friars,1,1,0,0,1,3
deform,1,0,1,1,0,3
over,24,16,14,18,24,96
chowbay,1,1,1,1,1,5
historys,1,1,1,1,0,4
london,1,0,0,1,1,3
crumbs,1,0,1,1,0,3
mallarm,0,0,0,1,0,1
asesname,1,0,1,1,1,4
pkin,1,0,0,0,1,2
lantillais,0,0,0,1,1,2
canta,2,1,1,0,2,6
hypocrisy,1,0,1,0,0,2
canto,1,1,0,1,1,4
edith,1,1,0,0,0,2
baila,2,0,0,2,1,5
writing,1,1,0,0,0,2
creepshow,1,0,0,1,1,3
nuoruusmuistoja,1,1,0,0,1,3
fade,4,0,1,1,4,10
fofo,1,0,0,0,1,2
riff,1,0,0,0,1,2
blott,0,1,0,0,0,1
suene,0,1,0,0,0,1
revelations,3,2,2,2,2,11
lento,2,0,2,2,2,8
shadows,3,2,1,3,2,11
alex,1,1,1,1,1,5
mammas,0,1,0,0,1,2
detroit,3,1,2,4,4,14
explode,3,1,2,2,2,10
holdin,2,1,1,1,1,6
each,5,1,3,3,3,15
victors,0,1,0,0,1,2
hank,3,0,2,2,3,10
diana,2,2,1,0,1,6
moose,1,1,0,1,0,3
group,1,0,0,0,1,2
autre,1,0,1,1,1,4
loafting,0,0,0,1,0,1
hanged,1,0,0,0,0,1
ghosts,2,1,2,0,0,5
saturday,6,1,3,4,6,20
driving,3,2,1,3,3,12
motel,1,0,0,1,0,2
washed,1,1,1,1,1,5
duction,1,1,0,1,1,4
mayday,1,0,0,0,0,1
nite,2,0,0,2,1,5
heavenly,2,2,2,2,1,9
washes,1,1,1,1,1,5
reja,0,1,0,0,0,1
independence,1,0,0,0,1,2
frei,2,0,0,0,0,2
perception,1,1,1,1,1,5
carcass,1,0,1,0,0,2
gammer,1,0,1,1,1,4
eternal,1,0,1,0,0,2
free,12,7,7,8,9,43
fred,1,0,0,0,1,2
begleiten,1,1,1,1,1,5
streamline,1,0,0,0,1,2
rain,19,8,11,8,15,61
netait,1,1,0,1,1,4
wanted,2,0,1,3,1,7
dabdabdooparty,1,0,0,1,1,3
baals,1,1,1,1,1,5
days,22,11,8,10,16,67
soda,2,0,0,0,1,3
shootin,1,1,1,1,1,5
marwa,1,0,0,1,1,3
rang,0,0,0,1,1,2
magico,1,0,1,0,1,3
puck,0,0,1,0,0,1
primary,1,0,1,0,0,2
fantasy,0,0,0,1,1,2
sober,1,1,0,0,1,3
aikaa,1,0,0,1,1,3
dysfunction,0,1,0,1,0,2
mercury,2,1,1,2,0,6
lovebite,1,0,0,1,1,3
attack,4,3,0,4,3,14
hustlin,1,0,0,0,0,1
rockin,3,2,1,1,2,9
firestarter,1,0,1,1,1,4
urban,0,0,0,1,0,1
murder,5,2,4,4,4,19
indiscreet,0,1,0,0,0,1
serve,1,0,1,1,0,3
took,3,3,0,3,2,11
western,2,0,0,0,1,3
litler,1,1,1,1,1,5
scenario,1,1,0,0,1,3
flama,0,0,0,0,1,1
flame,3,1,0,2,0,6
olerkia,0,0,0,0,1,1
guaguanco,1,1,0,0,0,2
bridge,2,2,0,2,4,10
talking,4,3,2,4,3,16
clubstar,1,0,1,1,1,4
snow,3,4,2,1,3,13
bleib,1,0,0,1,1,3
maxi,1,0,1,1,1,4
derek,1,1,0,1,1,4
shelf,1,0,0,0,1,2
snob,1,1,0,1,1,4
sparro,0,1,0,1,1,3
rider,1,1,0,1,1,4
dial,0,0,0,1,0,1
excelling,0,1,0,0,1,2
passover,1,0,0,1,1,3
coil,1,0,1,1,0,3
tibetan,0,1,0,1,0,2
glow,2,1,2,1,2,8
flor,1,0,0,1,2,4
kleine,2,1,0,2,2,7
metal,2,0,3,1,2,8
kleina,0,0,0,1,0,1
yang,0,0,0,1,2,3
cambia,1,1,1,1,0,4
velarde,1,0,0,0,1,2
sanctuary,1,0,0,0,0,1
coeur,4,2,1,3,4,14
saga,0,1,0,1,0,2
queen,5,1,2,4,5,17
colors,0,0,0,1,0,1
reissue,2,0,0,0,0,2
radio,15,8,10,15,18,66
earth,10,5,4,4,8,31
sagt,1,1,1,1,1,5
adoration,0,1,0,0,0,1
claude,1,1,1,1,1,5
situations,0,0,0,1,0,1
farenheit,0,0,0,1,0,1
stephane,0,0,0,1,0,1
gods,1,1,0,1,1,4
sedona,0,0,0,1,0,1
getdown,0,0,0,1,0,1
mixture,1,0,1,1,1,4
watch,2,2,1,2,2,9
fluid,2,2,0,1,1,6
geek,1,1,0,0,0,2
goons,1,0,0,0,1,2
wedding,4,3,0,1,3,11
rhymin,1,1,1,0,0,3
goodbyes,1,0,1,1,0,3
reminissin,0,0,0,1,1,2
public,1,0,1,0,0,2
peroxide,0,1,0,0,1,2
automatic,1,0,0,0,1,2
habit,1,0,0,0,0,1
resist,1,1,0,1,1,4
machst,1,0,0,1,1,3
bonnies,0,1,0,0,1,2
hourglass,1,0,1,1,0,3
combustion,1,1,0,1,1,4
malice,1,0,0,0,0,1
hoedown,1,1,1,1,1,5
finger,2,0,0,1,2,5
oniro,1,0,0,0,1,2
cajun,5,2,1,0,4,12
blaster,1,1,1,1,1,5
confusion,1,0,1,1,1,4
weak,1,0,0,0,0,1
boss,1,1,0,1,2,5
wear,2,2,1,2,2,9
badrock,1,0,1,1,1,4
news,1,0,0,0,0,1
hills,1,1,0,2,0,4
faced,1,1,0,0,0,2
goddess,2,1,0,1,1,5
fault,1,1,1,1,1,5
players,0,0,0,1,0,1
games,2,2,1,0,4,9
rpido,1,0,1,1,1,4
faces,1,1,1,1,1,5
amarela,1,1,0,0,1,3
trust,3,2,1,2,3,11
hitler,1,0,0,0,1,2
bathroom,1,0,0,0,1,2
alchemy,1,1,0,0,1,3
been,13,8,2,6,12,41
backlash,0,0,0,1,0,1
beer,1,1,0,0,1,3
tenemos,1,0,0,0,1,2
drillrework,1,1,1,1,1,5
corazn,3,2,2,2,2,11
fleeting,0,0,0,1,0,1
drugs,1,0,1,1,0,3
steamroller,1,0,0,0,1,2
krause,1,1,0,1,0,3
catch,2,0,0,0,1,3
dept,1,0,1,1,1,4
teachers,1,0,1,0,1,3
stopping,1,1,1,0,1,4
cracked,1,0,1,1,0,3
gave,2,1,1,1,2,7
lebaran,1,0,0,1,0,2
ciganos,0,1,0,0,0,1
veronica,1,0,0,0,1,2
runaround,1,0,0,0,1,2
kcrw,1,0,1,0,0,2
madres,0,0,0,1,1,2
opelousas,1,0,0,0,1,2
latinas,1,1,0,1,1,4
shawty,0,0,0,1,0,1
satellite,1,1,1,1,1,5
maubeuge,0,0,0,1,1,2
negativ,0,0,0,1,0,1
theodore,0,1,0,0,1,2
milky,1,1,0,0,0,2
hundre,1,0,0,0,0,1
